Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
273,2023-05-08,CUST273,Female,22.0,Beauty ,1.043324638235176,46.09982808985207,47.75551908633296
274,2023-04-09,CUST274,Female ,23.0,Clothing,2.193949193567002,544.354938715575,920.0999176823814
275,2023-04-08,CUST275,Male ,43.0,Clothing ,1.8239233689758272,528.5207759135216,1088.2977183161295
276,2023-10-02,CUST276,Female ,21.0,Beauty,4.030817358878052,22.79542454445522,99.1302727334967
277,2023-08-18,CUST277,MALE,36.0,Clothing,4.292637168683759,24.731438374336797,96.45476811463146
278,2023-03-13,CUST278,Female ,37.0,clothing,4.005680618585809,26.85210407136833,91.42475951462832
279,2023-08-05,CUST279,MALE,50.0,clothing,1.0723815992992005,451.20894174002046,533.7131127209811
280,2023-04-04,CUST280,Female,37.0,Clothing ,3.2562441671041036,510.6833752728386,1473.3044546796389
281,2023-05-23,CUST281,Female,29.0,Beauty ,3.803606685860032,510.14403316642444,1806.0241599080364
282,2023-08-25,CUST282,Female,64.0,Electronics,4.353368841711048,46.9316431195063,196.11075097989556
283,2023-05-08,CUST283,female,18.0,,0.986023577888387,520.9262219680185,484.9266486856945
284,2023-02-08,CUST284,male,43.0,Clothing ,3.918838482956802,51.21042103534431,195.01298140055576
285,2023-08-15,CUST285,female,31.0,Electronics,1.0615016783636273,22.933464456733805,25.141802237489998
286,2023-10-09,CUST286,Male,55.0,ELECTRONICS,1.8234569321340979,25.231555945060542,52.098337767537274
287,2023-02-20,CUST287,Male,54.0,Clothing ,4.295784588804652,,101.21470971901864
288,2023-01-26,CUST288,Male,28.0,Clothing ,4.250407624910854,,126.86716183958106
289,2023-11-30,CUST289,male,53.0,,2.180702942044068,32.91658743628383,59.08507143825416
290,2023-10-04,CUST290,Female,30.0,BEAUTY,2.1183634950049983,317.241617190384,613.1252321497536
291,2023-01-08,CUST291,male,60.0,Clothing,1.8289985761602452,279.92002183522595,604.4600608708672
292,2023-02-17,CUST292,Male,20.0,Beauty ,3.836909956080709,305.2460548363155,1163.9911589884375
293,2023-05-02,CUST293,male,50.0,Electronics ,2.7067903257571624,28.156472092668032,92.10905638435689
294,2023-03-27,CUST294,Female,23.0,CLOTHING,3.000451607379282,28.90472375567025,81.98446438258243
295,2023-07-28,CUST295,Female,27.0,Beauty,2.7697919039383607,329.1635053351027,
296,2023-09-06,CUST296,Female,22.0,Clothing,4.21991929942652,297.99188788096944,1202.885664596048
297,2023-09-04,CUST297,FEMALE,40.0,Electronics,1.9238121175198228,548.5911728681222,954.5349827835508
298,2023-04-20,CUST298,male,27.0,Beauty,4.280724393948241,312.913938301903,1272.20136713179
299,2023-07-25,CUST299,male,61.0,electronics,1.958296179838634,479.27679150857233,973.4422988882673
300,2023-01-31,CUST300,female,19.0,ELECTRONICS,4.395845383910439,53.92472511029695,215.0402333145129
301,2023-03-26,CUST301,Male,30.0,Clothing ,4.283131327443403,32.518064103160455,116.80567417560975
302,2023-07-14,CUST302,male,57.0,Beauty,1.8482268641001716,315.91058246877924,561.2588514741515
303,2023-01-02,CUST303,Male,19.0,Electronics,3.2315806551289405,27.430685970218903,97.8015674159131
304,2023-07-19,CUST304,Female ,37.0,Electronics,1.9545056516585577,29.969665360479866,65.70256278651917
305,2023-05-16,CUST305,FEMALE,18.0,Beauty ,0.9547858514815813,29.820365364690097,31.116098254100358
306,2023-08-21,CUST306,MALE,54.0,ELECTRONICS,0.9587773434735596,45.104133531829454,53.64405561511975
307,2023-05-27,CUST307,female,26.0,ELECTRONICS,1.9044922440984284,24.17176642717629,51.27698137836237
308,2023-08-05,CUST308,Female,34.0,BEAUTY,,,1096.1916461537246
309,2023-12-23,CUST309,Female,26.0,Beauty ,0.9359761429428006,27.29783144000456,22.79418139985932
310,2023-10-12,CUST310,female,28.0,Beauty ,,22.890302473623542,27.439310444997677
311,2023-12-05,CUST311,Female,32.0,Beauty,4.285843440050149,24.065210038750035,106.95235758581416
312,,CUST312,MALE,41.0,Clothing,,27.504526781616256,126.79500249830977
313,2023-03-21,CUST313,Female ,55.0,Beauty,3.131157136729347,501.5874281960844,1394.6654686345173
314,2023-04-08,CUST314,MALE,52.0,CLOTHING,3.9741948342889946,30.61332982697892,130.18053384822423
315,2023-06-01,CUST315,male,47.0,Clothing ,2.153192086180252,29.391087467776067,64.23128307618211
316,2023-04-22,CUST316,female,48.0,Clothing ,1.970090806799756,25.72573918480026,49.08802728917302
317,2023-01-30,CUST317,MALE,22.0,Electronics ,2.7952544124582785,31.218116632907783,89.41708878119067
318,2023-10-24,CUST318,Male,61.0,Clothing,1.0853623784854558,23.600409709370254,22.77132512269286
319,2023-10-05,CUST319,Male,31.0,CLOTHING,1.079603337369052,480.57504555215695,532.604036767353
320,2023-02-01,CUST320,female,28.0,Electronics ,3.6947859060224637,318.8536101790507,1111.2300209890966
321,2023-06-10,CUST321,female,26.0,Electronics ,1.877641191685313,25.60247336051526,45.62376028778038
322,2023-01-30,CUST322,male,51.0,Electronics,0.9271004299461738,547.0785544444426,454.2573827494963
323,2023-01-26,CUST323,female,29.0,beauty,3.118694767179262,290.9872489915171,891.1336976672594
324,2023-10-27,CUST324,female,52.0,electronics,2.7754455579747743,54.29299305600435,150.1913440516385
325,2023-09-02,CUST325,Female,52.0,Electronics ,1.8177064687968574,27.04038170851961,52.44366904059778
326,2023-09-15,CUST326,Female ,18.0,Clothing,2.9941915352601556,22.552964706385747,75.20264278527442
327,2023-09-29,CUST327,Male,57.0,Electronics,3.067065119494031,47.42080721395958,160.23383706999383
328,2023-03-22,CUST328,Male,39.0,beauty,1.8118359116571932,47.911592138675346,103.07317572081705
329,2023-01-30,CUST329,FEMALE,46.0,Electronics ,4.300334475866222,24.72323974581034,93.67375664429125
330,2023-09-18,CUST330,Female,,Beauty,4.046352188908174,,205.75456554949375
331,2023-02-11,CUST331,male,28.0,Electronics,2.9744899785804364,28.22057612489126,95.20258413057873
332,2023-04-06,CUST332,male,58.0,Electronics ,4.08568322028543,322.5695501506142,1120.9523554424045
333,2023-02-05,CUST333,FEMALE,54.0,Electronics ,3.9336723405878304,322.7834423859884,1085.0396494698743
334,2023-11-01,CUST334,Male ,31.0,electronics,3.06244399017788,281.9230059691778,923.274284346176
335,2023-02-04,CUST335,Female ,47.0,Beauty ,4.275030377646738,28.453688935906673,111.63167976184607
336,2023-12-12,CUST336,FEMALE,52.0,BEAUTY,3.207826070417213,54.50953590178155,162.05095415027424
337,2023-05-01,CUST337,Male ,38.0,Clothing,0.9990767218745691,543.9791114519169,499.5537659833295
338,2023-07-26,CUST338,Male ,54.0,Beauty,2.0978104345598205,53.06007561070617,91.26586991006523
339,2023-03-03,CUST339,FEMALE,22.0,electronics,2.09100988284296,26.37372302277053,54.64485188694539
340,2023-10-19,CUST340,female,36.0,Clothing,3.8519225932574552,298.36110247832,1107.6355850933896
341,2023-05-07,CUST341,male,31.0,clothing,4.168581764008509,54.18082166847731,207.00689342469013
342,2023-10-24,CUST342,Female,43.0,clothing,4.270936569797994,450.88297111078293,2117.0960773144666
343,2023-11-01,CUST343,Male,21.0,ELECTRONICS,2.0560345688397055,27.33977586584076,49.36306128324695
344,2023-01-21,CUST344,Female,42.0,beauty,0.9543832238611782,32.16839184073108,29.579845601645417
345,2023-11-14,CUST345,Male ,62.0,electronics,0.9195643035837613,32.242002505685214,30.254570975791946
346,2023-02-11,CUST346,Male ,59.0,Clothing ,1.8980597436376374,531.2134866564305,1038.6614414400296
347,2023-08-03,CUST347,Male,42.0,Electronics,1.0887257742376268,24.89689826062324,27.373720681846187
348,2023-12-03,CUST348,Female ,35.0,Electronics ,1.8054203466462981,290.2869032722445,568.888239075192
349,2023-10-26,CUST349,FEMALE,57.0,BEAUTY,1.0206787977210567,51.41377130650405,47.73007836353147
350,2023-10-17,CUST350,Male,25.0,Beauty ,3.208509397061368,24.59285131704615,69.63333682643284
351,2023-09-25,CUST351,female,56.0,Clothing,2.8074672763651263,31.286433139260577,88.31530198519968
352,2023-06-11,CUST352,Male,57.0,Electronics,2.118527980648321,487.66841959586924,964.5975835652016
353,2023-05-14,CUST353,Male ,31.0,Electronics ,0.9506154587099189,479.20253520657394,463.2891100689793
354,2023-04-15,CUST354,Female,49.0,beauty,4.343017252758416,46.73956662857769,209.24182585585527
355,2023-12-09,CUST355,FEMALE,55.0,Electronics,0.9897300791805214,508.0985160647484,493.9890041795081
356,2023-06-10,CUST356,MALE,50.0,Electronics ,3.271974306989324,508.5036094376264,1611.344153622791
357,2023-05-03,CUST357,female,40.0,Electronics,3.1657952423225613,22.96432823524686,80.58731101613094
358,2023-05-16,CUST358,female,32.0,Beauty,0.9078531726102416,285.71662380048997,299.88962779743025
359,2023-07-22,CUST359,Male,50.0,Clothing,1.085693616747804,49.93487704605184,54.685477333539055
360,2023-03-09,CUST360,male,42.0,Clothing ,3.6968503949993776,26.204697012332957,105.19834512301696
361,2023-12-10,CUST361,Female,34.0,ELECTRONICS,4.182063032023319,276.9175475071578,1286.356559727962
362,2023-11-27,CUST362,Male,50.0,Clothing,1.017611867599096,23.39179139822372,26.1513869964898
363,2023-06-03,CUST363,Male,64.0,Beauty,0.9399034844794033,23.296863902992,25.633037430501048
364,2023-08-23,CUST364,FEMALE,19.0,BEAUTY,0.9580274059401072,503.7293549926609,523.6884505019389
365,2023-06-11,CUST365,male,31.0,Clothing,1.0664098488883842,271.01050712087704,304.49844087920286
366,2023-02-07,CUST366,Male,57.0,CLOTHING,1.9511191127269996,51.71334876061958,93.42847740334447
367,2023-01-05,CUST367,female,57.0,Electronics,0.9351724667233654,47.34111208514071,46.38877974558577
368,2023-08-23,CUST368,Female,56.0,Clothing,3.8182100779456665,320.5133259748687,1209.0446527173733
369,2023-11-15,CUST369,MALE,23.0,Electronics ,3.284829172760289,536.774901769583,1378.311639166066
370,2023-10-16,CUST370,Male,23.0,Electronics,2.0657746662526115,29.502484203411477,64.18415443418125
371,2023-02-21,CUST371,female,20.0,Beauty,0.9866685962264662,24.170859412022292,23.728616317806246
372,2023-02-07,,FEMALE,24.0,Beauty,2.8503163172914086,531.0226745034414,1354.4365401018485
373,2023-10-03,CUST373,FEMALE,25.0,BEAUTY,1.838045726853425,318.00133244965514,553.8651307513895
374,2023-04-20,CUST374,Female,59.0,Beauty ,3.0408603235709206,25.305956620770644,74.58814643074379
375,,CUST375,MALE,32.0,Clothing ,1.0970824806887705,45.13508581574126,50.84031788945826
376,2023-05-16,CUST376,Female,64.0,Beauty,1.021748943544494,28.89486705422748,27.51674744485741
377,2023-03-09,CUST377,female,46.0,Clothing,4.110015027166497,51.438258675142954,215.353650933513
378,2023-06-28,CUST378,male,50.0,Beauty ,0.9278692339765955,272.55927601705844,275.9578248323286
379,2023-02-05,CUST379,Female,47.0,Clothing,1.0238392762050892,25.14613202590462,25.17609617887185
380,2023-05-06,CUST380,Male ,56.0,electronics,2.0271858952186386,302.2405012056616,552.2231790064887
381,2023-07-09,CUST381,female,44.0,clothing,3.9258909858497812,26.781062916971322,91.77991550556932
382,2023-05-26,CUST382,Female ,53.0,CLOTHING,1.914950550952501,501.0734115673261,1040.1390611080092
383,2023-03-22,CUST383,female,46.0,Beauty,,30.1634943501443,
384,2023-08-13,CUST384,MALE,55.0,CLOTHING,1.0214776627054014,465.14971691688476,477.1218418427903
385,2023-10-06,CUST385,MALE,50.0,electronics,3.1614871898633035,461.32499318266224,1561.186630906063
386,2023-12-27,CUST386,Female,54.0,Electronics ,1.8155651646931863,306.64810211683925,637.4524754539902
387,2023-06-04,CUST387,Male ,44.0,BEAUTY,0.9869371810522538,27.959653539012802,29.019823910723378
388,2023-11-10,CUST388,Male ,50.0,ELECTRONICS,1.080094892627162,25.52848415124782,27.03597681574521
389,2023-12-01,CUST389,male,21.0,clothing,2.043521297953335,26.772929788845246,53.341240999334495
390,2023-09-28,CUST390,Male,39.0,Electronics,2.117503473124945,50.06058914006398,96.83250866714546
391,2023-01-05,CUST391,Male,19.0,Beauty ,1.861032780394043,26.603887183427243,51.652959885283224
392,2023-12-08,CUST392,Male ,27.0,clothing,2.131766085666653,305.7428583842099,642.3728384499095
393,2023-10-11,CUST393,Female ,22.0,Beauty,1.969713114486924,534.6784135146237,904.1721513141938
394,2023-06-03,CUST394,Female ,27.0,clothing,1.023720981265345,472.4734374852489,538.8038073114091
395,2023-12-06,CUST395,MALE,50.0,electronics,2.0622580138533086,531.1522723779221,1040.9680368362942
396,2023-02-23,CUST396,Female ,55.0,Beauty,1.0043359301854808,31.19582910799949,30.36293406039595
397,2023-03-10,CUST397,Female,30.0,Beauty,1.0190759956882212,24.629923050631863,22.964065044998794
398,2023-05-16,CUST398,female,48.0,CLOTHING,2.0572748832936805,314.77916158640835,638.9371577378454
399,2023-03-01,CUST399,Female,64.0,BEAUTY,2.150453263861597,29.942575428303982,63.681314500093116
400,2023-02-24,CUST400,Male,53.0,Clothing,3.87824765546111,46.818029836337594,191.9619881843885
401,2023-10-11,CUST401,Female,62.0,CLOTHING,0.9343573748510895,295.137394832977,310.3508267126956
402,2023-03-21,CUST402,female,,Clothing ,1.8552500988329717,310.32834970661196,643.1027656245276
403,2023-05-20,CUST403,Male,32.0,CLOTHING,,273.69272581292154,548.5889958033263
404,2023-05-25,CUST404,male,46.0,Electronics,2.029524737445769,517.5050949779406,948.8491902753414
405,2023-11-06,CUST405,Female,25.0,Clothing,4.092962845333788,271.3880539243602,1160.992548501062
406,2023-04-18,,Female ,22.0,BEAUTY,3.91744493925625,22.806145673910535,92.63515553166849
407,2023-06-25,CUST407,Female ,46.0,electronics,3.2202840365352383,299.83293404751987,820.5597408970971
408,2023-04-15,CUST408,Female ,,Beauty,1.0663820736553786,459.68174427282975,505.15878315939386
409,2023-12-18,CUST409,FEMALE,21.0,Electronics,2.860768979903165,270.09609639172163,821.8909573441658
410,2023-11-21,CUST410,Female,29.0,Clothing,2.096832647019524,48.767596105470105,96.76429360965186
411,2023-05-16,CUST411,Male,62.0,Electronics,4.281271187841864,51.00778657711717,
412,2023-09-16,CUST412,Female,19.0,Electronics ,4.022323140469535,512.0743711067248,2183.874764082622
413,2023-09-08,CUST413,Female,44.0,BEAUTY,3.280618139314025,26.581717873701,70.82245695300112
414,2023-05-09,CUST414,Male,48.0,BEAUTY,4.235255094559601,26.843648718674906,95.0710122254557
415,2023-01-27,CUST415,Male,53.0,CLOTHING,1.8772333007631419,29.009000890596067,61.68069323539095
416,2023-02-17,CUST416,male,53.0,Electronics,3.9044379359418535,540.2862471925263,1913.234575433149
417,2023-11-21,CUST417,male,43.0,ELECTRONICS,3.133669914498121,293.0364694818534,898.0587767352425
418,2023-08-05,CUST418,Female,60.0,Electronics,2.090396883754339,453.852545763003,923.5951433570003
419,2023-05-22,,FEMALE,44.0,Clothing,2.7144316666391637,28.566268936169187,84.3886177137562
420,2023-01-23,CUST420,Female,22.0,Clothing ,3.7136172241331638,534.5057235076728,
421,2023-01-02,CUST421,female,37.0,clothing,2.729145448636692,526.9512378036973,1541.063675952111
422,2023-06-20,CUST422,Female ,28.0,Clothing,2.941887543540903,30.553450859825507,81.98751900596754
423,2023-03-08,CUST423,FEMALE,27.0,Clothing ,1.0203893786274862,24.958412253905475,22.877358249704017
424,2023-11-23,CUST424,Male ,57.0,Beauty ,4.327013725285466,277.15481028585464,1242.7602624516735
425,2023-05-15,CUST425,FEMALE,55.0,Electronics ,3.8526529274145402,28.222665642846497,126.56639369591575
426,2023-03-24,CUST426,Male,23.0,Electronics ,3.228823722783929,53.97531863829755,163.85954212736414
427,2023-08-15,CUST427,MALE,25.0,Electronics,1.0061773582489757,25.785636397290908,24.84873359317035
428,2023-10-10,CUST428,female,40.0,Electronics ,4.23923668184911,49.4673190802504,189.82714488328983
429,2023-12-28,CUST429,male,64.0,Electronics ,2.1187772650352144,26.307569400711,54.6756789358166
430,2023-08-07,CUST430,Female,43.0,electronics,3.2777675431681077,284.1923172938875,986.2988843147452
431,2023-10-15,CUST431,MALE,63.0,ELECTRONICS,4.060131503768213,270.53359385387625,1200.06730884092
432,2023-01-05,CUST432,Female,60.0,Electronics,2.053877891818574,480.8083838004337,997.5526463035673
433,2023-02-27,CUST433,male,29.0,BEAUTY,3.91053283472638,49.477772978623555,206.8910465665538
434,2023-02-08,CUST434,female,43.0,Electronics,2.111247566573679,25.17554314616941,47.269554197163906
435,2023-12-20,CUST435,FEMALE,30.0,Beauty ,3.2879486832735214,305.41044305550577,982.6225506382815
436,2023-03-18,CUST436,female,57.0,Clothing,4.1888722697427685,27.965912924341815,125.77752424981496
437,2023-10-07,CUST437,Female ,35.0,Electronics ,3.817207306570686,283.60082940156764,1280.404453865966
438,2023-01-19,CUST438,female,42.0,Clothing,0.9483298852632842,27.53890854624309,31.396217568865556
439,2023-07-09,CUST439,Male,50.0,Clothing,2.917316920425212,27.00036840480054,71.5415562118502
440,2023-10-26,CUST440,Male,64.0,Clothing,2.190505668283096,287.28745317168654,624.6285001767195
441,2023-10-10,CUST441,Male,57.0,Beauty ,3.639684239880612,2801.5852526695976,
442,2023-03-17,CUST442,female,60.0,clothing,3.738719370751081,22.583647786505846,93.81685820149927
443,2023-08-09,CUST443,Male,29.0,Clothing ,2.025889304059218,300.3520163570453,614.1145615118475
444,2023-03-07,CUST444,Female ,61.0,Clothing,3.1660255290925883,29.618270678031116,93.3855892317255
445,2023-01-22,CUST445,Female,53.0,Electronics,1.0317508174563015,282.85331577544076,300.9837493532397
446,2023-06-07,CUST446,Male ,21.0,Electronics,0.9182931977176408,49.44771533432865,48.77357595316189
447,2023-07-06,CUST447,Male ,22.0,Beauty,3.6012059304930117,,1840.1084385435013
448,2023-01-21,CUST448,Female ,54.0,Beauty ,1.870924237820264,27.61300374722451,62.82266404756585
449,2023-07-03,CUST449,Male,25.0,Electronics ,3.6076500927332678,52.876167487233594,208.13472768715891
450,2023-04-18,CUST450,female,59.0,,2.0984499926817697,26.65211281171043,46.598233504090516
451,2023-12-16,CUST451,Female,45.0,Electronics,1.0115104976292948,29.792794406432808,32.488100749111744
452,2023-05-08,CUST452,FEMALE,48.0,Clothing,3.2967069996562746,519.6679109260823,1502.3185924635338
453,2023-12-08,CUST453,FEMALE,26.0,clothing,2.1847635163587364,,1032.9635310134668
454,2023-02-22,CUST454,Female,46.0,Beauty,1.05661391949941,26.194376207518793,24.895471638059956
455,2023-07-01,CUST455,MALE,31.0,electronics,3.6722783563371593,23.48642463249404,101.6625940730588
456,2023-10-14,CUST456,Male,57.0,electronics,2.1460955845217,28.45172076919976,58.09796421898426
457,2023-07-28,CUST457,Female,58.0,Beauty,3.1293466693563508,283.7853607620406,969.6797208348772
458,2023-11-14,CUST458,Female,39.0,electronics,4.3032763076391545,22.581487441098474,99.81254090635302
459,2023-03-21,CUST459,Male,28.0,clothing,4.297511311927766,282.3030567150848,1161.1229447537091
460,2023-05-02,CUST460,Male,40.0,beauty,1.0520790668904203,53.990161189595234,47.6795207561046
461,2023-03-25,CUST461,FEMALE,18.0,Beauty,2.0573830493672878,498.31580220974627,1012.4344842377421
462,2023-04-01,CUST462,Male,63.0,Electronics ,4.215647109735395,325.5653223333315,1202.8265364793624
463,2023-07-31,CUST463,Female ,54.0,BEAUTY,3.127343764640897,499.55510463933336,1350.9599612273678
464,2023-01-13,CUST464,Male ,38.0,Electronics,2.175745797981196,304.20755802373884,583.7178385939453
465,2023-04-02,CUST465,Female,43.0,Electronics,3.2916663515772058,,142.99130612530791
466,2023-06-20,CUST466,male,63.0,Electronics,3.9880735511054404,23.034934701829595,102.0766204610292
467,2023-07-30,CUST467,FEMALE,53.0,ELECTRONICS,3.1973619210583104,47.72345308898512,135.43354935810254
468,2023-12-09,CUST468,MALE,40.0,ELECTRONICS,1.0908241170620268,24.447245555376277,24.1210293828402
469,2023-05-08,,Male,18.0,Beauty,2.8865815885220387,22.994902341658253,68.12304124175762
470,2023-05-17,CUST470,female,57.0,Clothing,2.055394791933749,510.92504883385914,1042.988653465709
471,2023-03-23,CUST471,MALE,32.0,Clothing,3.1576636156390983,51.532216550227226,144.07231887885456
472,2023-12-26,CUST472,Female,38.0,Beauty,3.07408593434956,300.4190412870647,927.3985026079921
473,2023-02-25,CUST473,MALE,64.0,Beauty ,0.91073526976173,46.34803076868921,47.78775252932225
474,2023-07-15,CUST474,Female,26.0,clothing,3.2704099575545458,480.57628847869984,1460.8842081809612
475,2023-01-20,CUST475,Male,26.0,Clothing ,3.2786251604424645,25.05794543499058,81.01652633912644
476,2023-08-29,CUST476,Female ,27.0,clothing,3.71295114605444,465.21649916640916,1817.352256519722
477,2023-04-24,CUST477,Male,43.0,,3.8531743657656654,28.297402912757335,127.04177811427297
478,2023-04-13,CUST478,female,58.0,clothing,1.9481178547726299,32.8921323150516,63.3958364559326
479,2023-08-24,CUST479,Male ,52.0,Electronics ,3.618524796536982,273.8542993143802,1197.8378562328298
480,2023-06-29,CUST480,Female,42.0,Beauty,3.941052403312656,481.96229329497555,2019.157009403885
481,2023-06-06,CUST481,female,43.0,Electronics,3.8505047168524933,288.1225679064951,1318.1181856767864
482,2023-04-27,CUST482,Female,28.0,Clothing ,3.9000515396197337,326.3552392048042,1316.529833969057
483,2023-04-25,CUST483,Male ,55.0,Clothing ,0.9218896219162344,32.35198747745861,31.45852991962063
484,2023-01-13,CUST484,Female,19.0,clothing,4.165818363086642,302.3074355872697,1299.5370899833354
485,2023-12-04,CUST485,Male,24.0,ELECTRONICS,1.021946700304758,32.7676868026561,28.39876100126168
486,2023-04-09,CUST486,Female,35.0,Electronics,1.0397846970790898,22.621337822827254,25.047350516688955
487,2023-07-24,CUST487,Male,44.0,clothing,3.611447903080048,450.09927808969275,2199.4056541382056
488,2023-06-18,CUST488,female,51.0,Electronics,3.2904364279179874,301.71596681319375,890.9226882673464
489,2023-05-23,CUST489,male,44.0,ELECTRONICS,0.9531591883924456,29.134850288675135,31.206854527531515
490,2023-02-05,CUST490,Male ,34.0,CLOTHING,3.102249447641782,51.9513306308508,164.75465366159068
491,2023-05-23,CUST491,female,60.0,electronics,3.291651787171004,327.5194022517411,913.1373317779596
492,,CUST492,Male ,61.0,Beauty,3.822680942545153,27.024353660973826,107.442654462968
493,2023-11-25,CUST493,Male ,41.0,beauty,1.8947233397851562,25.81867018877761,49.56658411647005
494,2023-09-18,CUST494,female,42.0,Beauty,4.125571818073107,54.56344673452149,218.57009770731
495,2023-07-24,CUST495,Male ,24.0,Beauty,1.9327541601602312,27.484374632216365,65.12968859868334
496,2023-12-14,CUST496,Male,23.0,Clothing,2.1356609547488383,307.55238641468895,602.6857851860101
497,2023-10-02,CUST497,Male,41.0,clothing,4.338018718814258,30.128180300600675,
498,2023-06-19,CUST498,Female,50.0,Clothing ,3.63388670635658,25.142445476221457,103.44623737920584
499,2023-01-15,CUST499,male,46.0,Beauty,2.194595301261713,28.486587760947618,57.1190382948583
500,2023-03-01,CUST500,Female,60.0,beauty,3.989291326952379,22.711661810362756,103.87425353089156
501,2023-05-14,CUST501,male,39.0,electronics,1.8799607598049715,27.045245079873617,61.350200628016
502,2023-04-02,CUST502,MALE,43.0,Electronics,2.821356987575297,50.26703757218351,146.32098702810308
503,2023-10-25,CUST503,Male ,45.0,Beauty,3.7705380558755146,518.0929657680307,1923.6908327127132
504,2023-05-16,CUST504,Female,38.0,beauty,2.830789756326608,46.77313227552041,156.06831930741177
505,2023-01-20,CUST505,Male ,24.0,beauty,0.9978686531910936,53.142269997087276,50.121319991066436
506,2023-02-25,CUST506,Male ,34.0,Beauty,3.239239785187554,522.2619098616324,1590.5229252117426
507,2023-11-02,CUST507,Female ,37.0,electronics,3.2040571158328475,484.20909253927556,1375.436166384755
508,2023-08-11,CUST508,male,58.0,Beauty,2.038046625485213,312.1708058580058,563.6724712840646
509,2023-06-26,CUST509,female,37.0,Electronics,2.873154983580909,285.0533878815802,934.2035158480397
510,2023-06-10,CUST510,Female ,39.0,BEAUTY,3.6762531314707605,46.57943110903211,
511,2023-08-12,,Male ,45.0,Beauty,2.176556323335948,49.66509872428625,99.71655639484173
512,2023-11-07,CUST512,Female,57.0,Beauty,0.9950957706899054,23.282633057358062,26.468745704257557
513,2023-09-19,CUST513,MALE,24.0,electronics,4.192569066823913,22.586264841512534,95.56706150996807
514,2023-03-01,CUST514,Female ,18.0,Electronics,1.0008326489344235,326.3340115654409,314.0958676053653
515,2023-07-17,CUST515,Female ,49.0,CLOTHING,3.2907475624547833,286.2306537200189,865.117109335307
516,2023-10-23,CUST516,Male,30.0,BEAUTY,3.774299455426913,27.00510849901974,101.67599573959065
517,2023-04-08,CUST517,FEMALE,47.0,Clothing ,,24.611095871553566,91.78407682333909
518,2023-05-11,CUST518,female,40.0,CLOTHING,0.9233214004957696,32.731588140797584,29.442517103927855
519,2023-01-23,CUST519,FEMALE,36.0,electronics,3.930557484564144,,110.2175587508673
520,2023-12-29,CUST520,female,49.0,,4.3876048413788125,26.216110572625283,93.59939324514207
521,2023-08-12,CUST521,FEMALE,47.0,clothing,4.152860196998656,28.757939810940872,117.68799649488582
522,2023-01-01,CUST522,Male,46.0,beauty,3.040557005827236,495.9679765980596,1468.1913100483337
523,2023-09-24,CUST523,FEMALE,62.0,Electronics,0.988964725536545,320.32105519505836,320.06747745894546
524,2023-10-03,CUST524,Male ,,beauty,3.6221073249995577,288.0740532466004,1147.857424281566
525,2023-12-18,CUST525,Female,47.0,beauty,2.095025936177771,26.545648609208854,50.3790806162571
526,2023-12-10,CUST526,Male,33.0,clothing,1.9552891058021207,50.56797639723558,95.20356507824928
527,2023-04-11,CUST527,Male,57.0,clothing,2.1073151800237624,23.94879825296394,45.14849687863637
528,2023-07-06,CUST528,Female,36.0,Clothing,2.0955928816610694,28.325335215484444,63.510808013521
529,2023-08-09,CUST529,Female ,35.0,CLOTHING,3.241677023370963,54.52944087327041,
530,2023-02-05,CUST530,FEMALE,18.0,Electronics,4.134875744586211,30.298944711145232,115.57863787488104
531,2023-12-07,CUST531,Male,31.0,Electronics,0.9858426568361789,511.52238570437623,506.32965057998535
532,2023-06-19,CUST532,Female,64.0,Clothing,4.19224118394221,27.594230884160034,120.49973474600368
533,2023-11-16,CUST533,Male,19.0,electronics,3.24634982545419,506.4880546062144,1631.898219199354
534,2023-06-10,CUST534,MALE,45.0,Clothing,1.9342255104647335,518.7739587959624,1032.338789107123
535,2023-12-06,CUST535,Male,47.0,BEAUTY,2.9860175275094636,32.52314250818234,96.31989476616455
536,2023-03-05,CUST536,Female ,55.0,BEAUTY,3.703778978108367,32.819025361635646,110.27217923068699
537,2023-06-03,CUST537,Female ,21.0,Beauty ,0.947969340333463,475.65588089760666,546.9164937384874
538,2023-09-17,CUST538,Male,18.0,clothing,3.095452422198309,54.564153624134704,160.1317633607222
539,2023-06-08,CUST539,Male,25.0,Beauty,0.9747668641638085,544.2394831197537,466.2691635644378
540,2023-12-08,CUST540,female,46.0,Electronics,2.9945810464293467,290.77880024653916,871.6295680389421
541,2023-07-29,CUST541,Male ,56.0,Beauty,0.9408706899429345,521.031221544985,458.1601627385744
542,2023-06-17,CUST542,FEMALE,20.0,Beauty,0.9990103753034565,51.22627119800165,51.302468800245
543,2023-07-26,CUST543,Male,49.0,Beauty ,2.1159484308507492,297.21566573464713,553.5123779682876
544,2023-12-23,CUST544,Female ,27.0,electronics,0.9723643635962941,23.80671678470797,22.993532437892963
545,2023-06-01,CUST545,male,27.0,clothing,2.0313743671489695,24.07544088472339,53.559626609111
546,2023-10-11,CUST546,FEMALE,,Electronics,4.074015633718018,51.76065493710408,
547,2023-03-07,CUST547,Male,63.0,Clothing,4.199861981219555,533.3912538937603,2150.960649693673
548,2023-04-09,CUST548,Female ,51.0,Clothing ,1.9156728428595804,31.15557780297701,63.20832161353805
